time, pressure
133.0885, 646.965
133.1883, 647.3541
133.2881, 647.3541
133.39, 646.965
133.4898, 647.0428
133.5897, 647.2763
133.691, 647.0428
133.7908, 647.2763
133.8926, 647.0428
133.9928, 647.1984
134.0926, 647.4319
134.1924, 647.1984
134.2943, 646.965
134.3941, 647.2763
134.4939, 645.642
134.5959, 645.4086
134.6956, 645.2529
134.7975, 646.4202
134.8972, 645.0973
134.9973, 645.2529
135.097, 645.5642
135.1989, 645.2529
135.2987, 645.1751
135.3985, 645.3307
135.5005, 645.4086
135.6003, 645.1751
135.7001, 645.3307
135.8024, 645.4864
135.9026, 645.4086
136.0029, 645.4086
136.1025, 645.4864
136.2047, 645.7198
136.3048, 645.4864
136.4051, 645.1751
136.5053, 645.3307
136.605, 645.4086
136.7067, 645.4086
136.8064, 645.4086
136.9082, 645.3307
137.0079, 645.3307
137.1076, 645.3307
137.2093, 645.2529
137.3089, 645.4086
137.4106, 645.2529
137.5104, 645.2529
137.6101, 645.5642
137.7124, 645.3307
137.8126, 645.3307
137.9127, 645.2529
138.0129, 645.4086
138.1129, 645.3307
138.2151, 645.3307
138.3152, 645.2529
138.4154, 645.4864
138.5152, 645.5642
138.6154, 645.4864
138.7158, 645.3307
138.8181, 645.2529
138.9181, 645.4864
139.0183, 645.2529
139.1184, 645.2529
139.2185, 645.7977
139.3206, 645.3307
139.4207, 645.3307
139.5211, 645.2529
139.6213, 643.8521
139.7215, 645.3307
139.8215, 645.4864
139.9236, 645.4864
140.0237, 645.2529
140.1238, 645.4086
140.2238, 645.4864
140.3238, 645.3307
140.4259, 645.4864
140.5264, 645.4086
140.6265, 645.4864
140.7266, 645.2529
140.8267, 645.2529
140.9296, 645.2529
141.0277, 645.3307
141.1298, 645.1751
141.2297, 645.3307
141.3295, 645.4864
141.4292, 645.4086
141.5313, 645.2529
141.6311, 645.4086
141.731, 645.2529
141.8328, 645.3307
141.9326, 645.2529
142.0327, 645.4864
142.1345, 645.3307
142.2344, 645.0195
142.3342, 645.4864
142.436, 645.4864
142.5358, 645.1751
142.6359, 645.3307
142.7378, 645.0973
142.8376, 645.3307
142.9374, 645.5642
143.0375, 645.642
143.1394, 645.3307
143.2391, 645.1751
143.3396, 645.2529
143.4414, 644.1634
143.5412, 643.93
143.6412, 644.0078
143.7414, 643.8521
143.8433, 645.4086
143.9432, 643.7743
144.0434, 643.7743
144.1432, 644.0078
144.2452, 643.6187
144.345, 643.93
144.4448, 645.0973
144.5467, 645.3307
144.6466, 645.3307
144.7463, 643.93
144.8483, 645.2529
144.9481, 645.0195
145.0482, 643.6965
145.1501, 645.1751
145.25, 645.2529
145.3501, 644.0078
145.4503, 643.8521
145.553, 644.0078
145.6511, 643.93
145.754, 644.0078
145.8541, 644.0078
145.9541, 643.93
146.0543, 644.2412
146.1544, 643.8521
146.2544, 644.2412
146.3566, 644.0856
146.4568, 643.8521
146.5578, 643.7743
146.658, 643.93
146.7581, 644.0856
146.8583, 644.0078
146.9583, 644.0856
147.0585, 644.0078
147.1607, 644.0856
147.2607, 643.7743
147.3608, 643.93
147.4608, 643.6965
147.5611, 643.93
147.6613, 644.0078
147.7634, 643.8521
147.8634, 643.8521
147.9634, 644.0078
148.0635, 643.93
148.1655, 643.93
148.2657, 643.8521
148.3658, 644.0856
148.4659, 644.0856
148.5664, 644.0078
148.6666, 643.7743
148.7687, 643.8521
148.8687, 644.1634
148.9688, 643.93
149.069, 644.2412
149.1691, 643.93
149.2713, 644.0078
149.3714, 643.93
149.4714, 644.0856
149.5718, 644.0078
149.672, 643.93
149.7741, 643.93
149.8741, 643.93
149.9743, 644.0856
150.0745, 644.0856
150.1747, 643.8521
150.2748, 644.0856
150.3771, 643.7743
150.4771, 643.8521
150.5775, 643.93
150.6771, 644.0078
150.7793, 643.8521
150.8794, 643.8521
150.9794, 643.93
151.0796, 644.2412
151.1796, 643.8521
151.2817, 644.0078
151.3819, 644.0856
151.482, 644.0078
151.5826, 643.7743
151.6828, 643.7743
151.7828, 642.0623
151.8828, 644.0078
151.985, 644.0078
152.0853, 643.6965
152.1854, 644.0078
152.2854, 641.9844
152.3854, 643.93
152.4875, 643.93
152.5879, 644.0078
152.688, 643.93
152.788, 643.6187
152.8879, 644.0078
152.99, 643.6187
153.0898, 643.93
153.1899, 643.6965
153.292, 643.93
153.3919, 643.8521
153.4919, 643.8521
153.5923, 643.8521
153.6924, 642.1401
153.7944, 641.9844
153.8944, 642.2179
153.9944, 641.751
154.0945, 643.7743
154.1966, 643.6965
154.2974, 644.0078
154.3977, 643.6187
154.4978, 643.93
154.5983, 643.6187
154.6984, 643.8521
154.7984, 644.0078
154.8984, 644.0078
155.0007, 643.6965
155.1011, 643.7743
155.2011, 643.93
155.301, 643.6965
155.401, 643.7743
155.5026, 643.6965
155.603, 643.6965
155.7032, 643.7743
155.8033, 643.6965
155.9054, 644.0078
156.0055, 643.8521
156.1055, 643.8521
156.2054, 643.6965
156.3056, 643.6187
156.4076, 643.6187
156.5078, 643.6187
156.6078, 643.7743
156.7076, 643.6965
156.8095, 643.93
156.9092, 643.6187
157.0093, 643.8521
157.1113, 643.8521
157.2111, 643.93
157.3109, 643.8521
157.4127, 643.6965
157.5125, 643.7743
157.6123, 643.8521
157.7141, 643.93
157.8143, 643.93
157.9151, 643.5409
158.0152, 643.8521
158.1154, 644.0856
158.2155, 643.7743
158.3178, 643.8521
158.4179, 643.7743
158.5179, 643.7743
158.6183, 643.6187
158.7184, 643.7743
158.8184, 643.6965
158.9205, 643.8521
159.0206, 643.6965
159.1207, 643.7743
159.2207, 643.93
159.3229, 643.7743
159.4231, 643.6965
159.5232, 643.6187
159.6234, 644.0078
159.724, 643.6965
159.8234, 643.463
159.9254, 643.8521
160.0253, 643.6965
160.1252, 643.7743
160.2271, 644.0078
160.327, 643.6965
160.4261, 643.6187
160.5281, 643.7743
160.6278, 643.7743
160.7298, 643.7743
160.8297, 643.7743
160.9294, 643.6965
161.0313, 643.6965
161.1312, 644.0078
161.2311, 643.6965
161.331, 643.6965
161.4328, 643.6187
161.5327, 643.7743
161.6325, 643.6965
161.7345, 643.7743
161.8342, 643.6187
161.934, 643.8521
162.0359, 643.5409
162.136, 643.8521
162.236, 643.93
162.3359, 643.8521
162.4378, 643.7743
162.5376, 644.0078
162.6374, 643.93
162.7393, 644.0078
162.8385, 644.0078
162.9404, 643.7743
163.0404, 643.8521
163.1401, 643.8521
163.2419, 643.93
163.3419, 643.6965
163.4417, 643.93
163.5435, 643.93
163.6433, 644.0078
163.7432, 643.6187
163.8452, 643.6965
163.945, 643.6965
164.0451, 643.8521
164.147, 643.93
164.2471, 643.7743
164.3469, 643.7743
164.4468, 643.93
164.5486, 643.6965
164.6484, 643.8521
164.7483, 643.6187
164.8502, 643.93
164.95, 643.6965
165.0499, 643.93
165.1517, 643.93
165.2509, 643.6965
165.3528, 643.93
165.4526, 643.7743
165.5525, 643.93
165.6543, 643.6965
165.7542, 641.9066
165.854, 643.6965
165.9558, 643.7743
166.0558, 643.8521
166.1555, 643.93
166.2574, 643.7743
166.3572, 643.6965
166.4591, 643.8521
166.5594, 643.8521
167.665, 643.463
167.7649, 643.6187
167.8647, 643.6965
167.9666, 643.7743
168.0665, 643.6965
168.1664, 643.6187
168.2684, 641.9844
168.3682, 642.7626
168.468, 643.7743
168.5699, 643.6187
168.6697, 641.8288
168.7695, 643.7743
168.8714, 641.9844
168.9711, 642.1401
169.0711, 641.9066
169.1731, 642.0623
169.2729, 641.8288
169.3727, 641.9066
169.4746, 641.9844
169.5744, 641.751
169.6741, 642.0623
169.7761, 641.8288
169.876, 642.1401
169.976, 642.2179
170.0769, 641.751
170.1767, 642.1401
170.2785, 641.9066
170.3783, 641.8288
170.4782, 641.9844
170.5801, 642.0623
170.6798, 641.9844
170.7797, 642.1401
170.8816, 642.2179
170.9814, 641.9066
171.0813, 641.9844
171.1832, 641.9066
171.2829, 642.0623
171.3828, 642.2179
171.4846, 641.9844
171.5844, 642.0623
171.6842, 642.0623
171.7862, 642.0623
171.886, 642.0623
171.9858, 641.9844
172.0877, 641.9066
172.1875, 642.0623
172.2894, 641.8288
172.3891, 641.9844
172.5092, 641.9066
172.601, 642.1401
172.7022, 642.0623
172.8042, 641.8288
172.9041, 642.0623
173.0039, 642.0623
173.106, 641.751
173.2058, 641.9066
173.3058, 641.9066
173.4077, 641.8288
173.5075, 641.9844
173.6073, 641.9066
173.7091, 641.9844
173.809, 641.8288
173.9088, 641.8288
174.0108, 641.9066
174.1109, 641.9844
174.2108, 641.9844
174.3106, 642.1401
174.4125, 641.8288
174.5123, 641.9066
174.6121, 642.0623
174.7132, 641.9844
174.8152, 641.751
174.915, 641.9844
175.0149, 641.9066
175.1148, 642.1401
175.2167, 641.9066
175.3165, 641.8288
175.4163, 642.0623
175.5183, 641.9066
175.6182, 641.8288
175.718, 641.6732
175.82, 641.751
175.9199, 641.8288
176.0206, 642.0623
176.1209, 641.9844
176.2209, 641.751
176.3231, 641.9844
176.4232, 641.751
176.5239, 641.9066
176.624, 641.751
176.7244, 642.0623
176.8246, 641.9066
176.9247, 641.9066
177.0268, 641.751
177.1263, 642.0623
177.2264, 641.9066
177.3286, 641.9066
177.4286, 641.9066
177.5287, 641.9066
177.6287, 641.751
177.7291, 641.9844
177.8296, 641.8288
177.9297, 641.8288
178.0319, 641.9066
178.132, 642.0623
178.232, 641.9066
178.332, 641.8288
178.4341, 641.9066
178.534, 641.751
178.6341, 641.9844
178.7345, 642.1401
178.8347, 641.8288
178.9369, 641.8288
179.0369, 641.751
179.1369, 641.6732
179.2369, 641.9066
179.3389, 641.9066
179.439, 641.8288
179.5384, 641.9066
179.6406, 641.5953
179.741, 641.8288
179.8411, 641.9844
179.9411, 641.8288
180.0411, 641.9066
180.1412, 642.1401
180.2434, 641.9844
180.3434, 641.8288
180.4433, 641.9066
180.5433, 641.9066
180.6454, 642.0623
180.7458, 641.8288
180.8459, 641.8288
180.9459, 641.8288
181.046, 641.9066
181.1482, 641.8288
181.2481, 641.9066
181.3481, 641.751
181.4481, 641.9066
181.5502, 641.8288
181.6502, 641.751
181.7506, 641.751
181.8508, 641.6732
181.9515, 641.9066
182.052, 641.6732
182.1521, 641.751
182.2542, 642.1401
182.3542, 641.8288
182.4542, 641.751
182.5542, 641.8288
182.6563, 641.751
182.7569, 641.6732
182.8571, 641.9844
182.9571, 641.9066
183.0573, 641.9066
183.1572, 639.8054
183.2591, 640.7393
183.3592, 639.7276
183.4591, 639.8054
183.5589, 639.4942
183.6608, 641.6732
183.7608, 641.8288
183.8608, 639.6498
183.9629, 641.9844
184.0629, 639.6498
184.163, 639.6498
184.2628, 641.8288
184.3653, 641.751
184.4652, 639.572
184.565, 641.6732
184.6648, 639.6498
184.7667, 639.4942
184.8667, 641.9066
184.9665, 639.572
185.0686, 639.6498
185.1685, 640.5837
185.2684, 639.6498
185.3702, 639.572
185.4699, 639.3385
185.5698, 639.7276
185.6722, 639.7276
185.772, 639.9611
185.8719, 639.7276
185.9718, 639.8054
186.0739, 641.284
186.1738, 639.8054
186.2737, 639.8833
186.3736, 640.0389
186.4755, 639.7276
186.5755, 639.7276
186.6754, 640.1167
186.7779, 639.572
186.8777, 639.7276
186.9777, 639.6498
187.0779, 640.0389
187.1798, 640.0389
187.2795, 639.6498
187.3793, 639.7276
187.4812, 639.7276
187.581, 639.7276
187.6808, 639.8833
187.7827, 640.1946
187.8826, 639.4163
187.9824, 639.8054
188.0846, 639.8833
188.1844, 639.8054
188.2843, 639.6498
188.3841, 639.6498
188.486, 639.572
188.5858, 639.6498
188.6877, 639.8054
188.7874, 639.4942
188.8874, 639.9611
188.9893, 639.8833
189.0892, 639.8833
189.1897, 639.6498
189.2895, 639.8833
189.3913, 639.8054
189.4911, 639.8054
189.591, 639.572
189.6928, 640.0389
189.7928, 639.4942
189.8928, 639.572
189.9926, 639.4942
190.0947, 639.8054
190.1945, 639.6498
190.2944, 639.572
190.3963, 639.8833
190.4961, 639.9611
190.5959, 639.7276
190.6979, 639.7276
190.7977, 639.4942
190.8976, 639.7276
190.9995, 639.6498
191.0995, 639.572
191.1994, 639.8833
191.3012, 640.1167
191.401, 639.6498
191.5008, 640.0389
191.6035, 639.8833
191.7015, 639.8833
191.8033, 639.4942
191.9032, 639.6498
192.003, 639.7276
192.1052, 639.6498
192.205, 639.7276
192.3048, 639.8054
192.4067, 639.9611
192.5065, 639.4163
192.6063, 639.8833
192.7083, 639.6498
192.8081, 639.6498
192.9079, 639.7276
193.0099, 639.572
193.1098, 639.6498
193.2096, 639.6498
193.3117, 639.8054
193.4115, 640.0389
193.5117, 639.8054
193.6116, 639.9611
193.7137, 639.4942
193.8134, 640.0389
193.9133, 640.0389
194.0159, 639.572
194.116, 639.7276
194.2158, 639.7276
194.3156, 639.9611
194.4176, 639.9611
194.5174, 639.9611
194.6172, 640.1946
194.7191, 639.9611
194.8192, 639.9611
194.9191, 640.1167
195.0191, 639.9611
195.1211, 639.9611
195.2208, 639.6498
195.3206, 639.572
195.4225, 639.7276
195.5223, 639.7276
195.6221, 639.8054
195.7241, 639.7276
195.8238, 639.6498
195.9238, 639.7276
196.0258, 639.6498
196.1258, 639.8054
196.2256, 639.7276
196.3276, 640.1167
196.4279, 640.1167
196.528, 639.8054
196.628, 640.1167
196.7298, 639.7276
196.8298, 640.0389
196.9298, 639.572
197.0298, 639.6498
197.1317, 639.8833
197.2315, 639.8833
197.3312, 639.7276
197.433, 639.572
197.5328, 639.6498
197.6326, 639.8054
197.7345, 640.1167
197.8343, 639.8054
197.9364, 639.7276
198.0364, 639.8833
198.1364, 639.8833
198.2362, 640.0389
198.338, 640.0389
198.4378, 639.4942
198.5377, 639.7276
198.6397, 639.7276
198.7395, 639.572
198.8399, 639.4942
198.9398, 639.3385
199.0419, 639.4163
199.1417, 639.572
199.2415, 639.7276
199.3434, 639.3385
199.4431, 639.4942
199.5429, 639.572
199.6449, 639.8054
199.7446, 639.4942
199.8444, 639.7276
199.9465, 639.8054
200.0465, 639.6498
200.1465, 639.6498
200.2485, 639.572
200.3483, 639.8833
200.4481, 639.4942
200.5499, 639.4942
200.6498, 639.7276
200.7496, 639.8833
200.8516, 638.249
200.9515, 638.4825
201.0514, 639.6498
201.1533, 639.4942
201.2537, 639.8833
201.354, 638.5603
201.4539, 638.4825
201.5538, 638.5603
201.6557, 639.4942
201.7555, 638.3268
201.8554, 638.3268
201.9574, 639.7276
202.0573, 638.5603
202.1574, 638.4047
202.2574, 638.5603
202.3593, 638.4825
202.4592, 638.4047
202.5591, 638.5603
202.6611, 638.6381
202.7608, 638.5603
202.8606, 638.3268
202.9626, 638.4047
203.0624, 638.5603
203.1622, 638.249
203.2641, 638.1712
203.3641, 638.3268
203.4639, 638.4047
203.5658, 638.4047
203.6663, 638.1712
203.766, 638.249
203.8658, 638.4047
203.9678, 638.3268
204.0677, 638.249
204.1677, 638.5603
204.2697, 638.4047
204.3696, 638.5603
204.4694, 638.1712
204.5712, 638.3268
204.671, 638.5603
204.7708, 638.5603
204.8726, 638.4047
204.9725, 638.249
205.0728, 638.3268
205.1748, 638.5603
205.2746, 638.4825
205.3743, 638.4825
205.4763, 638.4047
205.5762, 638.3268
205.6758, 638.4047
205.7777, 638.1712
206.8838, 638.3268
206.9839, 638.3268
207.0843, 638.0156
207.1843, 638.249
207.2844, 638.4047
207.3862, 638.4825
207.4862, 638.4825
207.586, 638.1712
207.6879, 638.3268
207.7877, 638.4047
207.8875, 638.1712
207.9895, 638.4825
208.0899, 638.4825
208.19, 638.4825
208.2903, 638.1712
208.3904, 638.4825
208.4932, 638.4047
208.5932, 638.4825
208.6932, 638.249
208.7931, 638.4825
208.8935, 638.5603
208.9934, 638.4825
209.0955, 638.4825
209.1961, 638.4047
209.2961, 638.3268
209.3961, 638.5603
209.496, 638.3268
209.5981, 638.716
209.6981, 638.5603
209.7981, 638.249
209.8985, 638.4047
210.0007, 638.249
210.1007, 638.1712
210.201, 638.4825
210.301, 638.1712
210.401, 638.4047
210.5032, 638.5603
210.6032, 638.5603
210.7032, 638.4047
210.8031, 638.3268
210.9057, 638.4047
211.0057, 638.249
211.1062, 638.3268
211.206, 638.4825
211.3059, 638.3268
211.4078, 638.4825
211.5076, 638.4825
211.6074, 638.4047
211.7093, 638.4047
211.8092, 638.4047
211.9091, 638.716
212.0112, 638.249
212.1114, 638.3268
212.2114, 638.5603
212.3112, 638.4825
212.4131, 638.4825
212.513, 638.4047
212.6129, 638.4825
212.7147, 638.5603
212.8146, 638.4047
212.9144, 638.6381
213.0164, 638.4047
213.1166, 638.5603
213.2166, 638.4047
213.3172, 638.5603
213.417, 638.3268
213.519, 638.4825
213.6188, 638.4825
213.7188, 638.4825
213.8207, 638.4047
214.9247, 638.3268
215.0267, 638.249
215.1269, 638.4825
215.2269, 638.4825
215.3269, 638.3268
215.4287, 638.4825
215.5285, 638.3268
215.6284, 638.5603
215.731, 638.249
215.831, 638.1712
215.931, 638.4825
216.0311, 638.4825
216.1311, 638.4825
216.2331, 638.4825
216.333, 638.249
216.4328, 638.4825
216.5348, 638.5603
216.6355, 638.5603
216.7354, 638.4047
216.8353, 638.4825
216.9372, 638.4825
217.0378, 638.5603
217.1378, 638.4825
217.2377, 638.3268
217.3376, 638.4047
217.4395, 638.5603
217.5394, 637.0817
217.6392, 638.3268
217.7411, 637.393
217.8408, 637.2374
217.9407, 638.3268
218.0428, 638.3268
218.1434, 637.2374
218.2432, 637.0817
218.3431, 637.2374
218.445, 637.2374
218.5449, 638.3268
218.6448, 637.3152
218.7466, 637.2374
218.8464, 637.2374
218.9462, 637.393
219.0484, 637.0817
219.1484, 637.393
219.2484, 637.0817
219.3482, 637.2374
219.4502, 637.2374
219.55, 637.0817
219.6498, 637.0817
219.7517, 637.3152
219.8515, 637.0817
219.9534, 637.1595
220.0533, 637.2374
220.1531, 637.4708
220.2552, 637.2374
220.355, 637.393
220.455, 637.0817
220.5555, 637.0817
220.6554, 637.393
220.7572, 637.2374
220.857, 637.3152
220.959, 637.2374
221.0591, 637.0817
221.1593, 637.393
221.2591, 637.2374
221.361, 637.393
221.4608, 637.1595
221.5608, 637.2374
221.6609, 637.2374
221.7629, 637.2374
221.8628, 637.0817
221.9626, 637.0817
222.0648, 637.393
222.1649, 637.0817
222.2648, 637.2374
222.3648, 637.0817
222.4668, 637.2374
222.5667, 637.0817
222.6666, 637.393
222.7685, 637.0817
222.8684, 637.1595
222.9691, 637.0817
223.069, 637.1595
223.1692, 637.3152
223.2712, 637.1595
223.3711, 637.2374
223.471, 637.3152
223.5729, 637.393
223.6727, 637.2374
223.7725, 637.2374
223.8744, 637.3152
223.9742, 637.2374
224.0742, 637.2374
224.1763, 637.2374
224.2761, 637.2374
224.3761, 637.2374
224.4781, 637.0817
224.578, 637.0817
224.6779, 637.0817
224.7779, 637.0817
224.8802, 637.0817
224.9804, 637.2374
225.0808, 637.393
225.1809, 637.2374
225.2807, 637.2374
225.3833, 637.0817
225.4833, 637.2374
225.5832, 637.393
225.6831, 637.1595
225.7851, 637.2374
225.8848, 637.3152
225.9847, 637.2374
226.0868, 637.2374
226.187, 637.393
226.2868, 637.2374
226.3866, 637.0817
226.4885, 637.0817
226.589, 637.2374
226.689, 637.0817
226.789, 637.0817
226.891, 637.0817
226.991, 637.0817
227.0912, 637.0817
227.1911, 637.2374
227.2931, 637.2374
227.393, 637.0817
227.4928, 637.4708
227.5948, 637.0817
227.6946, 637.1595
227.7952, 637.0817
227.895, 637.0817
227.9976, 637.0817
228.0977, 637.2374
228.1977, 637.0817
228.2976, 637.0817
228.3975, 637.2374
228.4994, 637.0817
228.5992, 637.0817
228.699, 637.2374
228.8009, 637.3152
228.9008, 637.393
229.0007, 637.2374
229.1028, 637.2374
229.2029, 637.0817
229.3029, 637.393
229.4028, 637.3152
229.5046, 637.0817
229.6045, 637.2374
229.7044, 637.2374
229.8062, 636.9261
229.9062, 637.0817
230.006, 637.0817
230.1084, 637.3152
230.2094, 637.0817
230.3094, 637.2374
230.4094, 637.3152
230.5094, 637.1595
230.6094, 637.2374
230.7114, 637.1595
230.8114, 637.3152
230.9113, 637.3152
231.0138, 637.0817
231.1139, 637.1595
231.214, 637.1595
231.314, 636.7704
231.414, 637.2374
231.516, 637.0817
231.6164, 637.393
231.7164, 637.0817
231.8164, 637.0817
231.9165, 637.3152
233.0226, 637.0817
233.1227, 635.6809
233.2247, 637.2374
233.3247, 635.9144
233.4246, 637.0817
233.5258, 637.3152
233.6257, 637.2374
233.7276, 635.6031
233.8275, 635.9144
233.9274, 635.6809
234.0293, 635.7588
234.1293, 635.7588
234.2291, 635.7588
234.3311, 637.0817
234.431, 637.2374
234.5309, 635.9922
234.6308, 637.0039
234.7327, 635.8366
234.8325, 635.9922
234.9324, 635.8366
235.0351, 635.8366
235.1354, 635.6809
235.2354, 635.6809
235.3352, 635.7588
235.4351, 635.9922
235.537, 635.9922
235.6369, 635.7588
235.7367, 635.8366
235.8387, 635.9922
235.9385, 635.7588
236.039, 635.7588
236.1391, 635.9922
236.2411, 635.6809
236.341, 635.8366
236.4409, 635.9144
236.5428, 635.6809
236.6431, 635.7588
236.7431, 635.6809
236.8431, 635.8366
236.945, 635.9922
237.0449, 635.9922
237.1451, 635.9144
237.2451, 635.8366
237.3471, 635.8366
237.4477, 635.7588
237.5475, 635.6809
237.6474, 635.6809
237.7493, 635.8366
237.8491, 635.6031
237.9489, 635.8366
238.051, 635.7588
238.1511, 635.6031
238.2512, 635.8366
238.3512, 635.7588
238.4531, 635.9922
238.5529, 635.9144
238.6527, 635.8366
238.7546, 635.9144
238.8544, 635.8366
238.9542, 635.6809
239.0562, 635.7588
239.1562, 635.8366
239.2561, 635.7588
239.3581, 635.6809
239.458, 635.7588
239.5578, 635.8366
239.6577, 635.8366
239.7596, 635.6809
239.86, 635.8366
239.9599, 635.8366
240.062, 635.8366
240.1621, 635.6809
240.2619, 635.9922
240.3617, 635.6809
240.4636, 635.9144
240.5638, 635.9144
240.6639, 635.6809
240.7638, 635.7588
240.8658, 635.8366
240.9657, 635.7588
241.0658, 635.8366
241.168, 635.7588
241.2678, 635.8366
241.3676, 635.8366
241.4695, 635.9144
241.5693, 635.6031
241.6691, 635.7588
241.771, 635.8366
241.871, 635.7588
241.971, 635.9144
242.0709, 635.9144
242.173, 635.8366
242.2736, 635.6809
242.3734, 635.7588
242.4732, 635.8366
242.5752, 635.8366
242.675, 635.6809
242.7749, 635.7588
242.8768, 635.7588
242.9766, 635.7588
243.0767, 635.6031
243.1792, 635.9144
243.2792, 635.9922
243.379, 635.7588
243.4789, 635.8366
243.5808, 635.6809
243.6806, 635.7588
243.7805, 635.8366
243.8823, 635.8366
243.9822, 635.8366
244.0823, 635.9922
244.1845, 635.9922
244.2844, 635.7588
244.3843, 635.9144
244.4841, 635.9922
244.586, 635.7588
244.6865, 635.7588
244.7863, 635.9922
244.8862, 635.8366
244.9881, 635.9144
245.0882, 635.7588
245.1885, 635.9144
245.2884, 635.6809
245.3904, 635.8366
245.4902, 635.9144
245.5902, 635.9144
245.6922, 635.8366
245.792, 635.7588
245.8919, 635.7588
245.9938, 635.6031
246.0937, 635.9144
